Price,Close,High,Low,Open,Volume
Ticker,QCOM,QCOM,QCOM,QCOM,QCOM
Date,,,,,
1995-01-03,0.909058690071106,0.9184304291440039,0.8715717337795139,0.8715717337795139,3409600
1995-01-04,0.9184313416481018,0.9371748384164303,0.8996878448797732,0.9184313416481018,3902400
1995-01-05,0.909058690071106,0.9371739072897999,0.899686950998208,0.9278021682169019,3929600
1995-01-06,0.8996874690055847,0.9278027024120092,0.8996874690055847,0.9090592134743929,5089600
1995-01-09,0.8715721964836121,0.9184309167246665,0.8622004524354012,0.9184309167246665,4812800
1995-01-10,0.8715721964836121,0.8903156845800339,0.8340852202907686,0.8715721964836121,11852800
1995-01-11,0.8575149774551392,0.8715723093448294,0.8434570735595124,0.8715723093448294,6947200
1995-01-12,0.8434566855430603,0.8715719083944956,0.8434566855430603,0.8715719083944956,5555200
1995-01-13,0.7872262597084045,0.8622001892044431,0.7872262597084045,0.8622001892044431,25792000
1995-01-16,0.8293996453285217,0.8434569755853425,0.7684830221999788,0.7684830221999788,21323200
1995-01-17,0.909058690071106,0.9184304291440039,0.8434565165608199,0.8528282556337179,25411200
1995-01-18,0.9184313416481018,0.955918335184759,0.9184313416481018,0.927803090032266,9080000
1995-01-19,0.8996874690055847,0.9278027024120092,0.8903157245367765,0.9278027024120092,3177600
1995-01-20,0.8715721964836121,0.9090591726764556,0.8715721964836121,0.9090591726764556,8027200
1995-01-23,0.9465463161468506,0.9465463161468506,0.8528288591026079,0.8715723505114564,6177600
1995-01-24,1.0308916568756104,1.0590068838813087,0.946545975858515,0.9652894605289806,29518400
1995-01-25,1.0121476650238037,1.0308911403020222,0.9559172391891478,1.0121476650238037,12528000
1995-01-26,1.054321527481079,1.0683788580311802,1.0027766474503181,1.0027766474503181,20572800
1995-01-27,1.0683784484863281,1.0871219300387198,1.0402632261577405,1.0683784484863281,14942400
1995-01-30,1.0121476650238037,1.087121566136678,0.9934041897455851,1.0777498284975686,7696000
1995-01-31,0.9934049844741821,1.0121484747472798,0.9652897490645355,0.9934049844741821,13947200
1995-02-01,1.0215201377868652,1.0402636265535967,0.9840331602534023,1.0215201377868652,9456000
1995-02-02,1.0308916568756104,1.049635141546076,1.0121481722051446,1.0308916568756104,5310400
